-1.000000e+00 +6.692851e-03 +1.854167e+00 +6.753616e-02 +5.000000e-01 +7.575882e+01 +7.540440e-03 +5.000000e-01
-9.900000e-01 +7.033587e-03 +1.789320e+00 +6.084417e-02 +4.844487e-01 +6.744326e+01 +7.301786e-03 +4.462156e-01
-9.800000e-01 +7.391541e-03 +1.726021e+00 +5.448434e-02 +4.689128e-01 +5.996475e+01 +7.302976e-03 +3.929671e-01
-9.700000e-01 +7.767570e-03 +1.664253e+00 +4.845331e-02 +4.534075e-01 +5.324685e+01 +7.488104e-03 +3.407814e-01
-9.600000e-01 +8.162571e-03 +1.604000e+00 +4.274774e-02 +4.379483e-01 +4.721938e+01 +7.811660e-03 +2.901663e-01
-9.500000e-01 +8.577485e-03 +1.545247e+00 +3.736425e-02 +4.225503e-01 +4.181794e+01 +8.237131e-03 +2.416029e-01
-9.400000e-01 +9.013299e-03 +1.487979e+00 +3.229951e-02 +4.072287e-01 +3.698353e+01 +8.735754e-03 +1.955363e-01
-9.300000e-01 +9.471044e-03 +1.432180e+00 +2.755015e-02 +3.919986e-01 +3.266212e+01 +9.285384e-03 +1.523689e-01
-9.200000e-01 +9.951802e-03 +1.377833e+00 +2.311282e-02 +3.768752e-01 +2.880431e+01 +9.869498e-03 +1.124532e-01
-9.100000e-01 +1.045671e-02 +1.324924e+00 +1.898417e-02 +3.618732e-01 +2.536493e+01 +1.047630e-02 +7.608683e-02
-9.000000e-01 +1.098694e-02 +1.273438e+00 +1.516083e-02 +3.470076e-01 +2.230279e+01 +1.109791e-02 +4.350744e-02
-8.900000e-01 +1.154375e-02 +1.223357e+00 +1.163945e-02 +3.322929e-01 +1.958031e+01 +1.172972e-02 +1.488985e-02
-8.800000e-01 +1.212843e-02 +1.174667e+00 +8.416688e-03 +3.177438e-01 +1.716329e+01 +1.236972e-02 -9.656051e-03
-8.700000e-01 +1.274235e-02 +1.127352e+00 +5.489175e-03 +3.033745e-01 +1.502060e+01 +1.301800e-02 -3.008605e-02
-8.600000e-01 +1.338692e-02 +1.081396e+00 +2.853559e-03 +2.891993e-01 +1.312395e+01 +1.367627e-02 -4.642095e-02
