-1.000000e+00 +3.901934e-02 +2.457916e+03 +3.483323e-01 +1.554827e-01 +2.248385e+06 +1.750007e-01 +5.646128e-02
-9.900000e-01 +3.979178e-02 +2.359892e+03 +3.043969e-01 +1.551534e-01 +2.075872e+06 +7.588025e-02 +5.619933e-02
-9.800000e-01 +4.058719e-02 +2.264819e+03 +2.631233e-01 +1.541676e-01 +1.914958e+06 +1.852469e-02 +5.542643e-02
-9.700000e-01 +4.140646e-02 +2.172637e+03 +2.244445e-01 +1.525312e-01 +1.764976e+06 -8.695050e-03 +5.418098e-02
-9.600000e-01 +4.225057e-02 +2.083287e+03 +1.882936e-01 +1.502544e-01 +1.625291e+06 -1.507295e-02 +5.252518e-02
-9.500000e-01 +4.312051e-02 +1.996711e+03 +1.546049e-01 +1.473510e-01 +1.495301e+06 -7.919386e-03 +5.054246e-02
-9.400000e-01 +4.401734e-02 +1.912851e+03 +1.233131e-01 +1.438391e-01 +1.374428e+06 +7.127779e-03 +4.833400e-02
-9.300000e-01 +4.494217e-02 +1.831651e+03 +9.435365e-02 +1.397402e-01 +1.262127e+06 +2.582894e-02 +4.601448e-02
-9.200000e-01 +4.589615e-02 +1.753053e+03 +6.766264e-02 +1.350799e-01 +1.157878e+06 +4.510205e-02 +4.370731e-02
-9.100000e-01 +4.688053e-02 +1.677001e+03 +4.317692e-02 +1.298872e-01 +1.061186e+06 +6.281232e-02 +4.153941e-02
-9.000000e-01 +4.789658e-02 +1.603440e+03 +2.083398e-02 +1.241945e-01 +9.715819e+05 +7.758947e-02 +3.963587e-02
-8.900000e-01 +4.894567e-02 +1.532316e+03 +5.719978e-04 +1.180379e-01 +8.886214e+05 +8.866988e-02 +3.811465e-02
-8.800000e-01 +5.002922e-02 +1.463575e+03 -1.767015e-02 +1.114563e-01 +8.118824e+05 +9.576110e-02 +3.708147e-02
-8.700000e-01 +5.114875e-02 +1.397162e+03 -3.395293e-02 +1.044920e-01 +7.409649e+05 +9.892646e-02 +3.662530e-02
-8.600000e-01 +5.230586e-02 +1.333025e+03 -4.833610e-02 +9.718971e-02 +6.754904e+05 +9.848759e-02 +3.681442e-02
-8.500000e-01 +5.350220e-02 +1.271112e+03 -6.087876e-02 +8.959717e-02 +6.151007e+05 +9.494304e-02 +3.769333e-02
-8.400000e-01 +5.473958e-02 +1.211371e+03 -7.163930e-02 +8.176439e-02 +5.594570e+05 +8.890093e-02 +3.928064e-02
-8.300000e-01 +5.601984e-02 +1.153750e+03 -8.067544e-02 +7.374364e-02 +5.082393e+05 +8.102431e-02 +4.156798e-02
-8.200000e-01 +5.734498e-02 +1.098200e+03 -8.804423e-02 +6.558917e-02 +4.611454e+05 +7.198737e-02 +4.452007e-02
-8.100000e-01 +5.871708e-02 +1.044670e+03 -9.380202e-02 +5.735702e-02 +4.178901e+05 +6.244134e-02 +4.807587e-02
-8.000000e-01 +6.013837e-02 +9.931119e+02 -9.800448e-02 +4.910472e-02 +3.782049e+05 +5.298872e-02 +5.215083e-02
-7.900000e-01 +6.161119e-02 +9.434759e+02 -1.007066e-01 +4.089107e-02 +3.418364e+05 +4.416465e-02 +5.664015e-02
-7.800000e-01 +6.313802e-02 +8.957142e+02 -1.019627e-01 +3.277590e-02 +3.085465e+05 +3.642447e-02 +6.142291e-02
-7.700000e-01 +6.472149e-02 +8.497795e+02 -1.018263e-01 +2.481976e-02 +2.781111e+05 +3.013641e-02 +6.636691e-02
-7.600000e-01 +6.636441e-02 +8.056248e+02 -1.003505e-01 +1.708368e-02 +2.503197e+05 +2.557863e-02 +7.133415e-02
-7.500000e-01 +6.806973e-02 +7.632040e+02 -9.758750e-02 +9.628908e-03 +2.249748e+05 +2.293984e-02 +7.618648e-02
-7.400000e-01 +6.984060e-02 +7.224713e+02 -9.358882e-02 +2.516615e-03 +2.018909e+05 +2.232272e-02 +8.079149e-02
-7.300000e-01 +7.168038e-02 +6.833817e+02 -8.840539e-02 -4.192360e-03 +1.808945e+05 +2.374966e-02 +8.502817e-02
-7.200000e-01 +7.359262e-02 +6.458907e+02 -8.208740e-02 -1.043779e-02 +1.618230e+05 +2.717022e-02 +8.879228e-02
-7.100000e-01 +7.558111e-02 +6.099546e+02 -7.468439e-02 -1.616033e-02 +1.445245e+05 +3.246977e-02 +9.200105e-02
-7.000000e-01 +7.764989e-02 +5.755300e+02 -6.624519e-02 -2.130177e-02 +1.288568e+05 +3.947907e-02 +9.459715e-02
-6.900000e-01 +7.980325e-02 +5.425744e+02 -5.681796e-02 -2.580535e-02 +1.146875e+05 +4.798416e-02 +9.655168e-02
